Peak ,Name ,Yr/Seas ,Date ,Time ,Citizenship ,Sex ,Age ,Oxy ,Dth ,Host 
EVER,Marin Minamiya,2016 Spr,23-May,5:10,Japan,F,19,Y,.,Nepal
EVER,"Phu Tashi Sherpa (Phortse, Khumbu)",2016 Spr,23-May,5:10,Nepal,M,38,Y,.,Nepal
EVER,Craig Alan Barlow,2016 Spr,23-May,5:18,USA,M,42,Y,.,Nepal
EVER,"Chhewang Lendu (Tsewang Lendu) Sherpa (Phortse, Khumbu)",2016 Spr,23-May,5:18,Nepal,M,36,Y,.,Nepal
EVER,"Pemba Tshering Sherpa (Phortse, Khumbu)",2016 Spr,23-May,5:32,Nepal,M,20,Y,.,Nepal
EVER,Enrico Cambini,2016 Spr,23-May,5:44,Italy,M,51,Y,.,Nepal
EVER,"Ang Pemba Sherpa (Yilajung, Khumbu)",2016 Spr,23-May,5:44,Nepal,M,31,Y,.,Nepal
EVER,Karl Robert (Kari) Kobler,2016 Spr,23-May,7:00,Switzerland,M,61,Y,.,China
EVER,"Pemba Sherpa (Ghunsa, Lelep-9, Taplejung)",2016 Spr,23-May,7:00,Nepal,M,33,Y,.,China
EVER,Anders Erik Karl Bergvall,2016 Spr,23-May,8:45,Sweden,M,40,Y,.,China
EVER,Ry Fable,2016 Spr,23-May,8:45,USA,M,43,Y,.,China
EVER,Juergen Michael Landmann,2016 Spr,23-May,8:45,Germany,M,46,Y,.,China
EVER,Robert Canice Mortell,2016 Spr,23-May,8:45,Ireland,M,26,Y,.,China
EVER,David Joseph O'Brien,2016 Spr,23-May,8:45,UK,M,50,Y,.,China
EVER,"Ang Pasang Sherpa (Patle-4, Okhaldhunga)",2016 Spr,23-May,8:45,Nepal,M,31,Y,.,China
EVER,"Gyalzen/Gyalje Sherpa (Patle-4, Okhaldhunga)",2016 Spr,23-May,8:45,Nepal,M,42,Y,.,China
EVER,"Nawang Nuri (Nganga Nuri) Sherpa (Dhaurkarkha, Patle-4, Okhaldhunga)",2016 Spr,23-May,8:45,Nepal,M,37,Y,.,China
EVER,"Pemarinji Sherpa (Patle-6, Okhaldhunga)",2016 Spr,23-May,8:45,Nepal,M,22,Y,.,China
EVER,Alexander Von Cramm,2016 Spr,23-May,8:45,Germany,M,51,Y,.,China
EVER,Nicholas John (Nick) Durack,2016 Spr,23-May,9:25,UK,M,36,Y,.,China
EVER,"Ang Kami Sherpa (Gudel-5, Solukhumbu)",2016 Spr,23-May,9:25,Nepal,M,33,Y,.,China
EVER,"Kusang Tenzing Sherpa (Ghunsa, Lelep-9, Taplejung)",2016 Spr,23-May,9:25,Nepal,M,30,Y,.,China
EVER,"Mingmar Dendi Sherpa (Tapting-1, Solukhumbu)",2016 Spr,23-May,9:25,Nepal,M,32,Y,.,China
EVER,"Nuru Wangchu Sherpa (Pangboche, Khumbu)",2016 Spr,23-May,9:25,Nepal,M,38,Y,.,China
EVER,Stefan Sieveking,2016 Spr,23-May,9:25,Germany,M,69,Y,.,China
EVER,Farul Aidib Mahamad Yusoff,2016 Spr,23-May,9:46,Malaysia,M,22,Y,.,China
EVER,"Pemba Sherpa (Lamabagar-1, Dolakha)",2016 Spr,23-May,9:46,Nepal,M,34,Y,.,China
EVER,"Lama Babu Sherpa (Cheremy, Bung-9, Solukhumbu)",2016 Spr,23-May,10:00,Nepal,M,47,Y,.,China
EVER,Juan Pablo Alcalde,2016 Spr,23-May,10:15,Chile,M,34,Y,.,China
EVER,Rodrigo Hernan Jordan Fuchs,2016 Spr,23-May,10:15,Chile,M,56,Y,.,China
EVER,David Roeske,2016 Spr,23-May,10:15,USA,M,35,No,.,China
EVER,"Lhakpa Gelu (Lhakpa Gelbu) Sherpa (Thumduk, Beni, Solukhumbu)",2016 Spr,23-May,10:15,Nepal,M,39,Y,.,China
EVER,"Ngima Tenzing Sherpa (Thamo, Khumbu)",2016 Spr,23-May,10:15,Nepal,M,25,Y,.,China
EVER,Elias Misael Alvial Cid,2016 Spr,23-May,10:45,Chile,M,54,Y,.,China
EVER,"Ngawang Jangbu Sherpa (Kharikhola, Khumbu)",2016 Spr,23-May,10:45,Nepal,M,0,Y,.,China
EVER,"Pemba Dorje (Junje Pemba) Sherpa (Kharikhola, Solukhumbu)",2016 Spr,23-May,10:45,Nepal,M,45,Y,.,China
EVER,"Phurba Sherpa (Kharikhola, Solukhumbu)",2016 Spr,23-May,10:45,Nepal,M,22,Y,.,China
EVER,"Tshering Dorje Sherpa (Kharikhola, Solukhumbu)",2016 Spr,23-May,10:45,Nepal,M,45,Y,.,China
EVER,Bristoldo Patricio Urzua Flores,2016 Spr,23-May,10:45,Chile,M,55,Y,.,China
EVER,Esteban Patricio (Topo) Mena Yanez,2016 Spr,23-May,11:00,Ecuador,M,26,Y,.,China
EVER,Carla Patricia Perez Ruales,2016 Spr,23-May,11:00,Ecuador,F,33,No,.,China
EVER,"Pemba Gelje Sherpa (Kharikhola, Solukhumbu)",2016 Spr,23-May,11:00,Nepal,M,25,Y,.,China
EVER,Azim Afif Ishak,2016 Spr,23-May,11:22,Malaysia,M,27,Y,.,China
EVER,"Palden Nima Sherpa (Yaphu-9, Makalu-Barun)",2016 Spr,23-May,11:22,Nepal,M,37,Y,.,China
EVER,Jorge Facundo Arana Tagle,2016 Spr,23-May,11:50,Argentina,M,44,Y,.,China
EVER,Juan Manuel Boselli,2016 Spr,23-May,11:50,Argentina,M,41,Y,.,China
EVER,Nicolas Bossard,2016 Spr,23-May,11:50,Switzerland,M,36,Y,.,China
EVER,Ulises Javier Corvalan,2016 Spr,23-May,11:50,Argentina,M,44,Y,.,China
EVER,Elizabeth Barbara Patricia Rose,2016 Spr,23-May,11:50,Canada,F,25,Y,.,China
EVER,"Dawa Jongbu (Dawa Jamba) Sherpa (Yaphu-9, Makalu-Barun)",2016 Spr,23-May,11:50,Nepal,M,37,Y,.,China
EVER,"Ngang Pasang (Nawang Pasang) Sherpa (Waku-4, Solukhumbu)",2016 Spr,23-May,11:50,Nepal,M,29,Y,.,China
EVER,"Ngawang Chhongba Sherpa (Waku-4, Solukhumbu)",2016 Spr,23-May,11:50,Nepal,M,28,Y,.,China
EVER,"Pasang Tendi Sherpa (Khembalung, Yaphu-9, Makalu-Barun)",2016 Spr,23-May,11:50,Nepal,M,32,Y,.,China
EVER,"Pasang Tendi Sherpa (Kharikhola, Solukhumbu)",2016 Spr,23-May,11:50,Nepal,M,28,Y,.,China
EVER,"Pemba Rinji Sherpa (Kharikhola, Solukhumbu)",2016 Spr,23-May,11:50,Nepal,M,34,Y,.,China
EVER,Maria Alejandra Ulehla,2016 Spr,23-May,11:50,Argentina,F,44,Y,.,China
EVER,Aldo Hiram Valencia Corona,2016 Spr,23-May,11:50,Mexico,M,37,Y,.,China
EVER,Melissa Sue Arnot,2016 Spr,23-May,12:30,USA,F,32,No,.,China
EVER,Tyler Nicholas Reid,2016 Spr,23-May,12:30,USA,M,32,Y,.,China
EVER,Thomas Laemmle,2016 Spr,23-May,14:00,Germany,M,50,Y,.,China
EVER,Harold Earls,2016 Spr,24-May,5:45,USA,M,43,Y,.,China
EVER,Chad Jukes,2016 Spr,24-May,5:45,USA,M,32,Y,.,China
EVER,David R. (Dave) Ohlson,2016 Spr,24-May,5:45,USA,M,39,Y,.,China
EVER,Elyse Ping Medvigy,2016 Spr,24-May,5:45,USA,F,26,Y,.,China
EVER,"Chhewang Karma Sherpa (Patle-4, Okhaldhunga)",2016 Spr,24-May,5:45,Nepal,M,27,Y,.,China
EVER,"Dorje (Ang Dorje) Sherpa (Patle-5, Okhaldhunga)",2016 Spr,24-May,5:45,Nepal,M,30,Y,.,China
EVER,"Gelje (Gelze) Sherpa (Patle, Okhaldhunga)",2016 Spr,24-May,5:45,Nepal,M,25,Y,.,China
EVER,Maria Hanna Blomgren Granberg,2016 Spr,24-May,6:10,Sweden,F,29,Y,.,China
EVER,"Ngima Rinji Sherpa (Simigaon, Dolakha)",2016 Spr,24-May,6:10,Nepal,M,38,Y,.,China
EVER,"Pemba Rita Sherpa (Beding, Dolakha)",2016 Spr,24-May,6:10,Nepal,M,36,Y,.,China
EVER,Courtney Woodward (Cory) Richards,2016 Spr,24-May,6:34,USA,M,35,No,.,China
EVER,"Fura Tshering Sherpa (Thami, Khumbu)",2017 Spr,11-May,14:00,Nepal,M,22,Y,.,China
EVER,"Karma Gyalzen (Karma Gelgen) Sherpa (Phortse, Khumbu)",2017 Spr,11-May,14:00,Nepal,M,30,Y,.,China
EVER,"Lakpa Nuru Sherpa (Khumjung/Phortse, Khumbu)",2017 Spr,11-May,14:00,Nepal,M,54,Y,.,China
EVER,"Lhakpa Gyalzen Sherpa (Thami, Khumbu)",2017 Spr,11-May,14:00,Nepal,M,34,Y,.,China
EVER,"Lhakpa Nuru Sherpa (Thami, Khumbu)",2017 Spr,11-May,14:00,Nepal,M,36,Y,.,China
EVER,"Mingma Nuru Sherpa (Thami, Khumbu)",2017 Spr,11-May,14:00,Nepal,M,41,Y,.,China
EVER,"Pasang Chhiri (Ang Chhiri) Sherpa (Samde, Khumbu)",2017 Spr,11-May,14:00,Nepal,M,42,Y,.,China
EVER,"Tenzing Chhotar Sherpa (Namche-4, Khumbu)",2017 Spr,11-May,14:00,Nepal,M,27,Y,.,China
EVER,"Samduk Dorje (Sanduk Dorje) Tamang (Pangboche, Khumbu)",2017 Spr,11-May,14:00,Nepal,M,33,Y,.,China
EVER,Suresh Babu Gullamarusu,2017 Spr,13-May,6:00,India,M,18,Y,.,China
EVER,"Kami Temba Sherpa (Thami, Khumbu)",2017 Spr,13-May,6:00,Nepal,M,22,Y,.,China
EVER,"Karma Dorje Sherpa (Phortse, Khumbu)",2017 Spr,13-May,6:00,Nepal,M,31,Y,.,China
EVER,"Lakpa/Lhakpa Sherpa (Tashigaon, Makalu-Barun)",2017 Spr,13-May,6:00,Nepal,F,43,Y,.,China
EVER,"Lhakpa Tshering Sherpa (Phurte, Khumbu)",2017 Spr,13-May,6:00,Nepal,M,26,Y,.,China
EVER,"Nima Dorje (Nima Dorchi) Sherpa (Makalu-5, Makalu-Barun)",2017 Spr,13-May,6:00,Nepal,M,29,Y,.,China
EVER,"Nurbu Sherpa (Makalu-5, Makalu-Barun)",2017 Spr,13-May,6:00,Nepal,M,40,Y,.,China
EVER,"Pasang Dorje Sherpa (Samde, Khumbu)",2017 Spr,13-May,6:00,Nepal,M,24,Y,.,China
EVER,"Pemba Chhepal Sherpa (Thami, Khumbu)",2017 Spr,13-May,6:00,Nepal,M,28,Y,.,China
EVER,"Phura Tenzing Sherpa (Yilajung, Khumbu)",2017 Spr,13-May,6:00,Nepal,M,24,Y,.,China
EVER,"Phurba Sherpa (Sotang-6, Solukhumbu)",2017 Spr,13-May,6:00,Nepal,M,34,Y,.,China
EVER,"Sonam Tashi Sherpa (Thami, Khumbu)",2017 Spr,13-May,6:00,Nepal,M,28,Y,.,China
EVER,"Tashi Chhumbel Sherpa (Ghunsa, Lelep-9, Taplejung)",2017 Spr,13-May,6:00,Nepal,M,25,Y,.,China
EVER,Nagaraju Sundarana,2017 Spr,13-May,6:00,India,M,18,Y,.,China
EVER,Bharath Thammineni,2017 Spr,13-May,6:00,India,M,28,Y,.,China
EVER,Satya Rao Kare,2017 Spr,13-May,6:25,India,M,19,Y,.,China
EVER,Krishna Rao Vooyaka,2017 Spr,13-May,6:50,India,M,17,Y,.,China
EVER,Durga Rao Kunja,2017 Spr,13-May,13:05,India,M,18,Y,.,China
EVER,"Pema Chhiring/Chhiri Sherpa (Beding, Dolakha)",2017 Spr,15-May,13:25,Nepal,M,33,Y,.,Nepal
EVER,"Pema Tshering (Pem Chhiri) Sherpa (Chankhu-6, Dolakha)",2017 Spr,15-May,13:25,Nepal,M,37,Y,.,Nepal
EVER,"Chhimi Lhenduk Gurung (Chhoser-8, Mustang)",2017 Spr,15-May,13:30,Nepal,M,30,Y,.,Nepal
EVER,Nirmal Purja Pun Magar,2017 Spr,15-May,13:30,Nepal,M,33,Y,.,Nepal
EVER,Dhaniram (Dhani) Rai,2017 Spr,15-May,13:30,Nepal,M,36,Y,.,Nepal
EVER,"Kanchha Nuru Sherpa (Phortse, Khumbu)",2017 Spr,15-May,13:30,Nepal,M,34,Y,.,Nepal
EVER,"Lhakpa Gelu (Lhakpa Gelbu) Sherpa (Thumduk, Beni, Solukhumbu)",2017 Spr,15-May,13:30,Nepal,M,40,Y,.,Nepal
EVER,"Pasang Sherpa (Tashigaon, Makalu-Barun)",2017 Spr,15-May,13:30,Nepal,M,25,Y,.,Nepal
EVER,"Sonam Jangbu Sherpa (Phurte, Khumbu)",2017 Spr,15-May,13:30,Nepal,M,29,Y,.,Nepal
EVER,Krishna (Krish) Thapa Magar,2017 Spr,15-May,13:30,Nepal,M,40,Y,.,Nepal
EVER,Sean Joseph David James,2017 Spr,16-May,2:30,UK,M,46,Y,.,China
EVER,Tomaz Rotar,2017 Spr,16-May,2:30,Slovenia,M,45,Y,.,China
EVER,"Ang Dawa Sherpa (Sedua, Makalu-Barun)",2017 Spr,16-May,2:30,Nepal,M,39,Y,.,China
EVER,"Phurba Wangchhu Sherpa (Waku-9, Solukhumbu)",2017 Spr,16-May,2:30,Nepal,M,41,Y,.,China
EVER,Mark Wesley Starling,2017 Spr,16-May,2:30,UK,M,43,Y,.,China
EVER,Martin J. Christensen,2017 Spr,16-May,2:39,USA,M,33,Y,.,China
EVER,Sagar Bodla,2017 Spr,16-May,4:35,India,M,17,Y,.,China
EVER,Chenna Rao Gajavelli,2017 Spr,16-May,4:35,India,M,26,Y,.,China
EVER,Dharma Teja Mothukuri,2017 Spr,16-May,4:35,India,M,22,Y,.,China
EVER,Eswaraiah Seelam,2017 Spr,16-May,4:35,India,M,17,Y,.,China
EVER,"Ang Tendi Sherpa (Bupsa, Jubing-5, Solukhumbu)",2017 Spr,16-May,4:35,Nepal,M,31,Y,.,China
EVER,"Kami Chhiri Sherpa (Bupsa, Jubing-5, Solukhumbu)",2017 Spr,16-May,4:35,Nepal,M,34,Y,.,China
EVER,"Lhakpa Tenzing Sherpa (Thamiteng, Khumbu)",2017 Spr,16-May,4:35,Nepal,M,34,Y,.,China
EVER,"Ngima Tashi Sherpa (Thami, Khumbu)",2017 Spr,16-May,4:35,Nepal,M,24,Y,.,China
EVER,"Nima Tenji (Nima Tenzing) Sherpa (Paiya, Jubing-7, Solukhumbu)",2017 Spr,16-May,4:35,Nepal,M,37,Y,.,China
EVER,"Phurita Sherpa (Thami, Khumbu)",2017 Spr,16-May,4:35,Nepal,M,35,Y,.,China
EVER,Jonathan Christian Gupta,2017 Spr,16-May,4:45,UK,M,30,Y,.,China
EVER,Mollie Jane Hughes,2017 Spr,16-May,4:45,UK,F,26,Y,.,China
EVER,Vitus Daniel Laengerer,2017 Spr,16-May,4:45,Germany,M,48,Y,.,China
EVER,Dominik Michael Mueller,2017 Spr,16-May,4:45,Austria,M,46,Y,.,China
EVER,"Lhakpa Wangchu Sherpa (Pangboche, Khumbu)",2017 Spr,16-May,4:45,Nepal,M,30,Y,.,China
EVER,"Lila Bahadur Tamang (Khaimrang, Sardikhola, Kaski)",2017 Spr,16-May,4:45,Nepal,M,50,Y,.,China
EVER,Victor Bobok,2017 Spr,16-May,5:30,Russia,M,56,Y,.,China
EVER,Rashid Gadzhiiasulov,2017 Spr,16-May,5:30,Russia,M,48,Y,.,China
EVER,Kiril Lyulyaev,2017 Spr,16-May,5:30,Russia,M,37,Y,.,China
EVER,Stanislav Shagdamov,2017 Spr,16-May,5:30,Russia,M,46,Y,.,China
EVER,"Lhakpa Nuru Sherpa (Phortse, Khumbu)",2017 Spr,16-May,5:30,Nepal,M,36,Y,.,China
EVER,"Mingma Nuru Sherpa (Thami, Khumbu)",2017 Spr,16-May,5:30,Nepal,M,31,Y,.,China
EVER,"Pema Sherpa (Yilajung, Khumbu)",2017 Spr,16-May,5:30,Nepal,M,28,Y,.,China
EVER,"Pema Sherpa (Thamiteng, Khumbu)",2017 Spr,16-May,5:30,Nepal,M,31,Y,.,China
EVER,"Pemba Tenjing Sherpa (Namche-6, Khumbu)",2017 Spr,16-May,5:30,Nepal,M,23,Y,.,China
EVER,Valentyn Sypavin,2017 Spr,16-May,5:30,Ukraine,M,33,Y,.,China
EVER,Hua Jiang,2017 Spr,16-May,6:30,China,M,41,Y,.,Nepal
EVER,"Nima Gombu (Gombu) Sherpa (Beding, Dolakha)",2017 Spr,16-May,6:30,Nepal,M,48,Y,.,Nepal
EVER,Long Wen,2017 Spr,16-May,6:30,China,M,32,Y,.,Nepal
EVER,"Pimba (Ptemba) Bhote (Hatiya-1, Makalu-Barun)",2017 Spr,16-May,7:00,Nepal,M,25,Y,.,Nepal
EVER,Scott Mackenzie,2017 Spr,16-May,7:00,UK,M,35,Y,.,Nepal
EVER,Timothy John (Tim) Mosedale,2017 Spr,16-May,7:00,UK,M,51,Y,.,Nepal
EVER,"Dorje Gyalzen Sherpa (Pangboche, Khumbu)",2017 Spr,16-May,7:00,Nepal,M,34,Y,.,Nepal
EVER,Christopher Robert Boote,2017 Spr,16-May,8:45,UK,M,29,Y,.,Nepal
EVER,Richard Howard (Dick) Gale,2017 Spr,16-May,8:45,UK,M,47,Y,.,Nepal
EVER,Dhan Prasad Ghale,2017 Spr,16-May,8:45,Nepal,M,27,Y,.,Nepal
EVER,"Subarna Gurung (Staffordshire, England)",2017 Spr,16-May,8:45,Nepal,M,40,Y,.,Nepal
EVER,"Umesh Gurung (Kent, England)",2017 Spr,16-May,8:45,Nepal,M,28,Y,.,Nepal
EVER,"Yam Bahadur Gurung (Hampshire, England)",2017 Spr,16-May,8:45,Nepal,M,39,Y,.,Nepal
EVER,Milan Kumar Rai,2017 Spr,16-May,8:45,UK/Nepal,M,37,Y,.,Nepal
EVER,Timothy James Rice,2017 Spr,16-May,8:45,UK,M,35,Y,.,Nepal
EVER,"Ang Ringi Sherpa (Chankhu-6, Dolakha)",2017 Spr,16-May,8:45,Nepal,M,26,Y,.,Nepal
EVER,"Da Rinji Sherpa (Jubing-5, Solukhumbu)",2017 Spr,16-May,8:45,Nepal,M,36,Y,.,Nepal
EVER,"Ila Nuru Sherpa (Phortse, Khumbu)",2017 Spr,16-May,8:45,Nepal,M,19,Y,.,Nepal
EVER,"Kanchha Nuru Sherpa (Phortse, Khumbu)",2017 Spr,16-May,8:45,Nepal,M,34,Y,.,Nepal
EVER,"Pema Chhiring/Chhiri Sherpa (Beding, Dolakha)",2017 Spr,16-May,8:45,Nepal,M,33,Y,.,Nepal
EVER,"Pema Tshering (Pem Chhiri) Sherpa (Chankhu-6, Dolakha)",2017 Spr,16-May,8:45,Nepal,M,37,Y,.,Nepal
EVER,"Phura Temba Sherpa (Phortse, Khumbu)",2017 Spr,16-May,8:45,Nepal,M,20,Y,.,Nepal
EVER,"Sonam Jangbu Sherpa (Phurte, Khumbu)",2017 Spr,16-May,8:45,Nepal,M,29,Y,.,Nepal
EVER,Liam Patrick Smith,2017 Spr,16-May,8:45,UK,M,25,Y,.,Nepal
EVER,Rakesh Sunuwar,2017 Spr,16-May,8:45,Nepal,M,26,Y,.,Nepal
EVER,"Lhakpa Tamang (Lura, Salleri-9, Solukhumbu)",2017 Spr,16-May,8:45,Nepal,M,40,Y,.,Nepal
EVER,"Mitra Bahadur (Rakesh) Tamang (Beding, Dolakha)",2017 Spr,16-May,8:45,Nepal,M,29,Y,.,Nepal
EVER,George Justin Ionescu,2017 Spr,16-May,9:00,Romania,M,40,Y,.,Nepal
EVER,Lhakpa Sherpa,2017 Spr,16-May,9:00,Nepal,M,0,Y,.,Nepal
EVER,Mingma Dorje Sherpa,2017 Spr,16-May,9:00,Nepal,M,0,No,.,Nepal
EVER,"Thundu Sherpa (Beding, Dolakha)",2017 Spr,16-May,9:00,Nepal,M,39,Y,.,Nepal
EVER,Ye Sun,2017 Spr,16-May,9:00,China,F,42,Y,.,Nepal
EVER,Horia Dan Colibasanu,2017 Spr,16-May,9:05,Romania,M,40,No,.,China
EVER,Anshu Jamsenpa,2017 Spr,16-May,9:15,India,F,37,Y,.,Nepal
EVER,"Phuri (Furi) Sherpa (Khijiphalate-5, Okhaldhunga)",2017 Spr,16-May,9:15,Nepal,M,33,Y,.,Nepal
EVER,Viridiana Alvarez Chavez,2017 Spr,16-May,9:30,Mexico,F,34,Y,.,Nepal
EVER,Richard Paul Brooks,2017 Spr,16-May,9:30,Australia,M,53,Y,.,Nepal
EVER,John Desmond Burke,2017 Spr,16-May,9:30,Ireland,M,38,Y,.,Nepal
EVER,Adriano Da Cunha Freire,2017 Spr,16-May,9:30,Brazil,M,42,Y,.,Nepal
EVER,"Pur Bahadur (Yukta) Gurung (Laprak-3, Gorkha)",2017 Spr,16-May,9:30,Nepal,M,28,Y,.,Nepal
EVER,Torkjel Ustgaard Hurtig,2017 Spr,16-May,9:30,Norway,M,27,Y,.,Nepal
EVER,Allan Michael Meek,2017 Spr,16-May,9:30,UK,M,55,Y,.,Nepal
EVER,Une Kristin Groenstein Prestholt,2017 Spr,16-May,9:30,Norway,F,41,Y,.,Nepal
EVER,Narendra Shahi,2017 Spr,16-May,9:30,Nepal,M,34,Y,.,Nepal
EVER,"Dawa Tashi Sherpa (Beding, Dolakha)",2017 Spr,16-May,9:30,Nepal,M,30,Y,.,Nepal
EVER,"Lama Dawa Sherpa (Sibuje, Waku-4, Solukhumbu)",2017 Spr,16-May,9:30,Nepal,M,42,Y,.,Nepal
EVER,"Nawang Jangbu Sherpa (Yilajung, Khumbu)",2017 Spr,16-May,9:30,Nepal,M,42,Y,.,Nepal
EVER,"Pasang Tenzing Sherpa (Beding, Dolakha)",2017 Spr,16-May,9:30,Nepal,M,32,Y,.,Nepal
EVER,"Phurba Temba (Furtemba) Sherpa (Simigaon, Dolakha)",2017 Spr,16-May,9:30,Nepal,M,32,Y,.,Nepal
EVER,"Tamtin (Thomting, Tamding) Sherpa (Beding, Dolakha)",2017 Spr,16-May,9:30,Nepal,M,42,Y,.,Nepal
EVER,"Tshering Dawa Sherpa (Beding, Dolakha)",2017 Spr,16-May,9:30,Nepal,M,27,Y,.,Nepal
EVER,Andre Spica,2017 Spr,16-May,9:30,Norway,M,41,Y,.,Nepal
EVER,Sergei Larin,2017 Spr,19-May,7:15,Russia,M,57,Y,.,China
EVER,Oleg Savchenko,2017 Spr,19-May,7:15,Russia,M,50,Y,.,China
EVER,"Dorchi Sherpa (Makalu-5, Makalu-Barun)",2017 Spr,19-May,7:15,Nepal,M,31,Y,.,China
EVER,Mingma Dorje Sherpa (Makalu-Barun),2017 Spr,19-May,7:15,Nepal,M,31,Y,.,China
EVER,Mingma Tenzing/Tenji Sherpa (Makalu-Barun),2017 Spr,19-May,7:15,Nepal,M,31,Y,.,China
EVER,"Muktu Lhakpa (Muktuk) Sherpa (Tashigaon, Makalu-Barun)",2017 Spr,19-May,7:15,Nepal,M,44,Y,.,China
EVER,"Nima Ongdi Sherpa (Balakharka, Makalu-Barun)",2017 Spr,19-May,7:15,Nepal,M,38,Y,.,China
EVER,Alexander Sidyakin,2017 Spr,19-May,7:15,Russia,M,39,Y,.,China
EVER,Andrey Y. Starikovskiy,2017 Spr,19-May,7:15,Russia,M,52,Y,.,China
EVER,"Rinjen Sherpa (Balakharka, Makalu-Barun)",2017 Spr,19-May,9:30,Nepal,M,44,Y,.,China
EVER,Janusz Mieczyslaw Kochanski,2017 Spr,20-May,5:15,Poland,M,54,Y,.,China
EVER,"Pasang (Pasang Temba) Sherpa (Balakharka, Makalu-Barun)",2017 Spr,20-May,5:15,Nepal,M,34,Y,.,China
EVER,Medhi Gholipour,2017 Spr,20-May,5:20,Iran,M,35,Y,.,Nepal
EVER,"Pemba Dorje Sherpa (Beding, Dolakha)",2017 Spr,20-May,6:00,Nepal,M,40,Y,.,Nepal
EVER,"Kanchhi Maya Tamang (Yarsha, Bhotang-5, Sindupalchowk)",2017 Spr,20-May,6:00,Nepal,F,28,Y,.,Nepal
EVER,Davide Chiesa,2017 Spr,20-May,6:45,Italy,M,48,Y,.,Nepal
EVER,Kishor Dattatraya Dhankude,2017 Spr,20-May,6:45,India,M,43,Y,.,Nepal
EVER,Angelo Lobina,2017 Spr,20-May,6:45,Italy,M,54,Y,.,Nepal
EVER,Samuel Peter Sealey,2017 Spr,20-May,6:45,Australia,M,40,Y,.,Nepal
EVER,Brij Mohan (Breeze) Sharma,2017 Spr,20-May,6:45,India,M,43,Y,.,Nepal
EVER,"Dawa Temba Sherpa (Khembalung, Yaphu-9, Makalu-Barun)",2017 Spr,20-May,6:45,Nepal,M,27,Y,.,Nepal
EVER,"Lhakpa Tashi Sherpa (Khembalung, Yaphu-9, Makalu-Barun)",2017 Spr,20-May,6:45,Nepal,M,31,Y,.,Nepal
EVER,Ngima Sherpa,2017 Spr,20-May,6:45,Nepal,M,0,Y,.,Nepal
EVER,"Nima Sherpa (Makalu-4, Makalu-Barun)",2017 Spr,20-May,6:45,Nepal,M,21,Y,.,Nepal
EVER,"Pemba Tashi Sherpa (Yaphu-6, Makalu-Barun)",2017 Spr,20-May,6:45,Nepal,M,23,Y,.,Nepal
EVER,"Phurba Gyalje/Gyalzen Sherpa (Makalu-9, Makalu-Barun)",2017 Spr,20-May,6:45,Nepal,M,38,Y,.,Nepal
EVER,Taro Yamagata,2017 Spr,20-May,6:45,Japan,M,40,Y,.,Nepal
EVER,Raman Nair Hachoodan,2017 Spr,20-May,8:45,Malaysia,M,42,Y,.,Nepal
EVER,"Pem Gelje Sherpa (Waku-9, Solukhumbu)",2017 Spr,20-May,8:45,Nepal,M,44,Y,.,Nepal
EVER,Sushil Sherma Limbu,2017 Spr,20-May,8:53,Nepal,M,28,Y,.,Nepal
EVER,"Ang Furba Sherpa (Kharikhola, Solukhumbu)",2017 Spr,20-May,8:53,Nepal,M,28,Y,.,Nepal
EVER,Jamie Andrew Jonathan Morton,2017 Spr,20-May,9:45,UK,M,33,Y,.,Nepal
EVER,"Mingma Gyabu (Mingma David) Sherpa (Sakathum, Lelep-7, Taplejung)",2017 Spr,20-May,9:45,Nepal,M,28,Y,.,Nepal
EVER,Jonathan Michael Wood,2017 Spr,20-May,9:45,UK,M,47,Y,.,Nepal
EVER,Steiner Salte,2017 Spr,20-May,10:00,Norway,M,29,Y,.,Nepal
EVER,"Chhewang Karma Sherpa (Patle-4, Okhaldhunga)",2017 Spr,20-May,10:00,Nepal,M,28,Y,.,Nepal
EVER,Lisbeth Kristine Friberg,2017 Spr,20-May,10:30,Norway,F,59,Y,.,Nepal
EVER,"Chhiring Lama (Hatiya-2, Makalu-Barun)",2017 Spr,20-May,10:30,Nepal,M,26,Y,.,Nepal
EVER,"Chhiring Sonam Lama (Hungung, Hatiya-1, Makalu-Barun)",2017 Spr,20-May,10:30,Nepal,M,27,Y,.,Nepal
EVER,Hernan David Leal Barrientos,2017 Spr,20-May,11:00,Chile,M,50,Y,.,China
EVER,"Lhakpa Chhiri (Sonam) Sherpa (Pangboche, Khumbu)",2017 Spr,20-May,11:00,Nepal,M,42,Y,.,China
EVER,Jian-Ping Fei,2017 Spr,20-May,11:30,China,M,45,Y,.,Nepal
EVER,Ravi Kumar,2017 Spr,20-May,13:28,India,M,26,Y,Y,Nepal
EVER,"Lakpa Wongdi Sherpa (Makalu-9, Makalu-Barun)",2017 Spr,20-May,13:28,Nepal,M,38,Y,.,Nepal
EVER,"Anup Gurung (Swara-5, Gorkha)",2017 Spr,21-May,,Nepal,M,28,Y,.,Nepal
EVER,Young-Ho Heo,2017 Spr,21-May,,S Korea,M,63,Y,.,Nepal
EVER,"Hishi Nurbu Sherpa (Makalu-9, Makalu-Barun)",2017 Spr,21-May,,Nepal,M,28,Y,.,Nepal
