Peak ,Name ,Yr/Seas ,Date ,Time ,Citizenship ,Sex ,Age ,Oxy ,Dth ,Host 
EVER,"Lhakpa Gelje Sherpa (Tapting, Solukhumbu)",2005 Spr,2-Jun,9:45,Nepal,M,33,Y,.,Nepal
EVER,Irivan Gustavo Burda,2005 Spr,2-Jun,10:00,Brazil,M,33,Y,.,Nepal
EVER,Waldemar Niclevicz,2005 Spr,2-Jun,10:00,Brazil,M,39,Y,.,Nepal
EVER,"Pemba Chhoti Sherpa (Beding, Dolakha)",2005 Spr,2-Jun,10:00,Nepal,M,24,Y,.,Nepal
EVER,Sipra Majumdar,2005 Spr,2-Jun,10:30,India,F,24,Y,.,China
EVER,Jagat Singh Negi,2005 Spr,2-Jun,10:30,India,M,27,Y,.,China
EVER,"Ang Kami Sherpa (Kurima, Lokhim-9, Solukhumbu)",2005 Spr,2-Jun,10:30,Nepal,M,21,Y,.,China
EVER,"Chhiring Dorje Sherpa (Beding, Dolakha)",2005 Spr,2-Jun,10:30,Nepal,M,30,Y,.,China
EVER,"Damai Chhiri Sherpa (Sikli, Jubing, Solukhumbu)",2005 Spr,2-Jun,10:30,Nepal,M,29,Y,.,China
EVER,"Nima Gyalzen Sherpa (Beding, Dolakha)",2005 Spr,2-Jun,10:30,Nepal,M,19,Y,.,China
EVER,"Pemba Gyalzen Sherpa (Beding, Dolakha)",2005 Spr,2-Jun,10:30,Nepal,M,33,Y,.,China
EVER,"Serap/Sherap Sherpa (Taktar, Beni, Solukhumbu)",2005 Spr,2-Jun,10:30,Nepal,M,32,Y,.,China
EVER,"Lhakpa Chhiri (Sonam) Sherpa (Pangboche, Khumbu)",2005 Spr,2-Jun,11:30,Nepal,M,30,Y,.,Nepal
EVER,Yen Kai Teo,2005 Spr,2-Jun,11:30,Singapore,M,24,Y,.,Nepal
EVER,John Thomas Christiana,2005 Spr,2-Jun,11:45,USA,M,44,Y,.,China
EVER,Klaas Harm (Harry) Kikstra,2005 Spr,2-Jun,11:45,Netherlands,M,34,Y,.,China
EVER,"Lakcha Sange Sherpa (Nurbugaon, Makalu-Barun)",2005 Spr,2-Jun,11:45,Nepal,M,40,Y,.,China
EVER,"Rinjen Sherpa (Balakharka, Makalu-Barun)",2005 Spr,2-Jun,11:45,Nepal,M,32,Y,.,China
EVER,Vitor Negrete,2005 Spr,2-Jun,12:15,Brazil,M,37,Y,.,China
EVER,David William Hamilton,2005 Spr,3-Jun,6:20,UK,M,44,Y,.,China
EVER,Alexander Manuel (Alex) Harris,2005 Spr,3-Jun,6:20,S Africa,M,33,Y,.,China
EVER,"Mingma Tshering/Tsiri Sherpa (Beding, Dolakha)",2005 Spr,3-Jun,6:20,Nepal,M,34,Y,.,China
EVER,Tore Sunde-Rasmussen,2005 Spr,3-Jun,6:20,Norway,M,55,Y,.,China
EVER,Sibusiso Emmanuel Vilane,2005 Spr,3-Jun,6:20,S Africa,M,34,Y,.,China
EVER,"Namgya/Namgyal Sherpa (Gyabla, Lelep-8, Taplejung)",2005 Spr,4-Jun,,Nepal,M,33,Y,.,China
EVER,"Nima Dorje Sherpa (Tashigaon, Makalu-Barun)",2005 Spr,4-Jun,,Nepal,M,24,Y,.,China
EVER,"Pemba Tamang (Taksindu, Solukhumbu)",2005 Spr,4-Jun,,Nepal,M,32,Y,.,China
EVER,Anil Bhattarai,2005 Spr,4-Jun,6:15,Nepal,M,34,Y,.,China
EVER,Diahanne (Di) Gilbert,2005 Spr,4-Jun,6:15,UK,F,31,Y,.,China
EVER,Jake Meyer,2005 Spr,4-Jun,6:15,UK,M,21,Y,.,China
EVER,"Mingma Nuru Sherpa (Pangboche, Khumbu)",2005 Spr,4-Jun,6:15,Nepal,M,36,Y,.,China
EVER,Pemba (Bianba) ,2005 Spr,4-Jun,6:23,China,M,22,Y,.,China
EVER,"Tenzing (Tenzin, Den Zeng) ",2005 Spr,4-Jun,6:23,China,M,21,Y,.,China
EVER,Jeremy Benton,2005 Spr,4-Jun,6:23,UK,M,32,Y,.,China
EVER,William Charles (Bill) Crouse,2005 Spr,4-Jun,6:23,USA,M,41,Y,.,China
EVER,Soren Nielsen Gudmann,2005 Spr,4-Jun,6:23,Denmark,M,43,Y,.,China
EVER,Monica Well Kalozdi,2005 Spr,4-Jun,6:23,USA,F,45,Y,.,China
EVER,Jean Pavillard,2005 Spr,4-Jun,6:23,Switzerland,M,46,Y,.,China
EVER,"Dorje Sonam Gyalzen Sherpa (Phortse, Khumbu)",2005 Spr,4-Jun,6:23,Nepal,M,24,Y,.,China
EVER,"Lhakpa Sherpa (Zarok, Namche, Khumbu)",2005 Spr,4-Jun,6:23,Nepal,M,26,Y,.,China
EVER,"Phurba Tashi Sherpa (Khumjung, Khumbu)",2005 Spr,4-Jun,6:23,Nepal,M,34,Y,.,China
EVER,Richard Staite,2005 Spr,4-Jun,6:23,UK,M,35,Y,.,China
EVER,David Simon John (Dave) Tait,2005 Spr,4-Jun,6:23,UK,M,43,Y,.,China
EVER,Thomas Torkelson,2005 Spr,4-Jun,6:23,USA,M,36,Y,.,China
EVER,Mark Wynton Woodward,2005 Spr,4-Jun,6:23,New Zealand,M,41,Y,.,China
EVER,Christian Eiterer,2005 Spr,4-Jun,6:30,Austria,M,42,Y,.,China
EVER,Jens Erik Bojen,2005 Spr,4-Jun,7:00,UK,M,62,Y,.,China
EVER,Mark Andrew Campbell,2005 Spr,4-Jun,7:00,S Africa,M,34,Y,.,China
EVER,Ian Parnell,2005 Spr,4-Jun,7:00,UK,M,36,Y,.,China
EVER,"Ang Dawa Sherpa (Kharikhola, Solukhumbu)",2005 Spr,4-Jun,7:00,Nepal,M,23,Y,.,China
EVER,"Nawang Pasang Sherpa (Beding, Dolakha)",2005 Spr,4-Jun,7:00,Nepal,M,24,Y,.,China
EVER,"Nima Gombu (Gombu) Sherpa (Beding, Dolakha)",2005 Spr,4-Jun,7:00,Nepal,M,36,Y,.,China
EVER,"Nima Tenji/Tenzi Sherpa (Beding, Dolakha)",2005 Spr,4-Jun,7:00,Nepal,M,24,Y,.,China
EVER,"Pasang Tenzing Sherpa (Beding, Dolakha)",2005 Spr,4-Jun,7:00,Nepal,M,20,Y,.,China
EVER,Neal James Short,2005 Spr,4-Jun,7:00,UK,M,35,Y,.,China
EVER,Stefano Epiney,2005 Spr,4-Jun,8:00,Italy,M,42,Y,.,China
EVER,Claudio Bastrentaz,2005 Spr,4-Jun,9:00,Italy,M,39,Y,.,China
EVER,Paul Alexander Boslooper,2005 Spr,4-Jun,9:00,Netherlands,M,43,Y,.,China
EVER,"Namgyal Sherpa (Rakha Bangdel-5, Khotang)",2005 Spr,4-Jun,9:00,Nepal,M,27,Y,.,China
EVER,"Nima Tenji (Nima Tenzing) Sherpa (Paiya, Jubing-7, Solukhumbu)",2005 Spr,4-Jun,9:00,Nepal,M,25,Y,.,China
EVER,"Phura Temba Sherpa (Thami, Khumbu)",2005 Spr,4-Jun,9:00,Nepal,M,35,Y,.,China
EVER,Peter Fichtner,2005 Spr,4-Jun,10:45,Germany,M,46,Y,.,China
EVER,Dompa (Dunba) ,2005 Spr,5-Jun,,China,M,21,Y,.,China
EVER,Norbu Dhondup (Luobu Zhandu) ,2005 Spr,5-Jun,,China,M,25,Y,.,China
EVER,Phurbu Tsering (Big) ,2005 Spr,5-Jun,,China,M,21,Y,.,China
EVER,Piers McAuley Buck,2005 Spr,5-Jun,,Australia,M,30,Y,.,China
EVER,"Karsang Namgyal/Namgel Sherpa (Thami, Khumbu)",2005 Spr,5-Jun,,Nepal,M,33,Y,.,China
EVER,"Mingma Nuru Sherpa (Thami, Khumbu)",2005 Spr,5-Jun,,Nepal,M,29,Y,.,China
EVER,"Nima Tshering (Ngima Chhiri) Sherpa (Phortse, Khumbu)",2005 Spr,5-Jun,,Nepal,M,33,Y,.,China
EVER,"Pemba Tshering Sherpa (Khumjung, Khumbu)",2005 Spr,5-Jun,,Nepal,M,26,Y,.,China
EVER,"Son Dorje Sherpa (Phortse, Khumbu)",2005 Spr,5-Jun,,Nepal,M,42,Y,.,China
EVER,"Tashi Thundup/Thundu Sherpa (Khumjung, Khumbu)",2005 Spr,5-Jun,,Nepal,M,20,Y,.,China
EVER,Chieko Shimada,2005 Spr,5-Jun,,Japan,F,53,Y,.,China
EVER,Dean Douglas Staples,2005 Spr,5-Jun,,New Zealand,M,41,Y,.,China
EVER,Claudio Rosset,2005 Spr,5-Jun,5:10,Italy,M,42,Y,.,China
EVER,"Nima Dorje Sherpa (Pangboche, Khumbu)",2005 Spr,5-Jun,5:10,Nepal,M,30,Y,.,China
EVER,Pietro Trabucchi,2005 Spr,5-Jun,5:45,Italy,M,42,Y,.,China
EVER,Sissel Sannas Smaller,2005 Spr,5-Jun,5:50,Norway,F,44,Y,.,China
EVER,Grania Willis,2005 Spr,5-Jun,6:00,Ireland,F,49,Y,.,China
EVER,Paul Hockey,2005 Spr,5-Jun,7:45,Australia,M,42,Y,.,China
EVER,Claybourne Fox (Clay) Clarke,2005 Spr,5-Jun,9:00,USA,M,35,Y,.,Nepal
EVER,"Lhakpa (Kongle) Sherpa (Patle-4, Okhaldhunga)",2005 Spr,5-Jun,9:00,Nepal,M,41,Y,.,Nepal
EVER,"Tenji/Tenzing Sherpa (Patle-6, Okhaldhunga)",2005 Spr,5-Jun,9:00,Nepal,M,23,Y,.,Nepal
EVER,Marcin Jan Miotk,2005 Spr,5-Jun,14:30,Poland,M,32,No,.,China
EVER,Tashi Phuntsok (Tashi Phinzo) ,2006 Spr,30-Apr,15:05,China,M,22,Y,.,China
EVER,Tashi Tsering (Small) ,2006 Spr,30-Apr,15:05,China,M,23,Y,.,China
EVER,"Tenzing (Tenzin, Den Zeng) ",2006 Spr,30-Apr,15:05,China,M,22,Y,.,China
EVER,"Dorje Sonam Gyalzen Sherpa (Phortse, Khumbu)",2006 Spr,30-Apr,15:05,Nepal,M,24,Y,.,China
EVER,"Phurba Tashi Sherpa (Khumjung, Khumbu)",2006 Spr,30-Apr,15:05,Nepal,M,34,Y,.,China
EVER,"Son Dorje Sherpa (Phortse, Khumbu)",2006 Spr,30-Apr,15:05,Nepal,M,42,Y,.,China
EVER,David John (Dave) Watson,2006 Spr,11-May,7:00,USA,M,30,Y,.,China
EVER,John David Bagnulo,2006 Spr,11-May,7:20,USA,M,36,Y,.,China
EVER,"Lakpa/Lhakpa Sherpa (Tashigaon, Makalu-Barun)",2006 Spr,11-May,7:20,Nepal,F,32,Y,.,China
EVER,Gheorghe Dijmarescu,2006 Spr,11-May,7:30,USA,M,44,Y,.,China
EVER,"Dawa Nuru/Norbu Sherpa (Thami, Khumbu)",2006 Spr,11-May,7:30,Nepal,M,42,Y,.,China
EVER,Hyeong-Mo Lee,2006 Spr,11-May,11:00,S Korea,M,27,Y,.,China
EVER,Hee-Joon Oh,2006 Spr,11-May,11:00,S Korea,M,35,Y,.,China
EVER,Young-Seok Park,2006 Spr,11-May,11:00,S Korea,M,42,Y,.,China
EVER,"Kama Chhiring Sherpa (Walung, Makalu-9, Makalu-Barun)",2006 Spr,11-May,11:00,Nepal,M,29,Y,.,China
EVER,"Pasang Tharke Sherpa (Khunde, Khumbu)",2006 Spr,11-May,11:00,Nepal,M,23,Y,.,China
EVER,"Serap Jangbu Sherpa (Khumjung, Khumbu)",2006 Spr,11-May,11:00,Nepal,M,36,Y,.,China
EVER,"Thendorje (Thendu Dorje) Sherpa (Pangboche, Khumbu)",2006 Spr,11-May,11:00,Nepal,M,23,Y,.,China
EVER,Clark Jackson,2006 Spr,13-May,,USA,M,41,Y,.,China
EVER,"Gyaluk (Gyalu Lama) Sherpa (Patle-5, Okhaldhunga)",2006 Spr,13-May,,Nepal,M,31,Y,.,China
EVER,Tashi Tsering (Small) ,2006 Spr,14-May,,China,M,23,Y,.,China
EVER,Tsering Dorje (Cering Dorje) ,2006 Spr,14-May,8:15,China,M,24,Y,.,China
EVER,Tsering Wangmu (Ciren Lamu) ,2006 Spr,14-May,8:15,China,F,21,Y,.,China
EVER,Wangchen Sonam (Wangqing Sonam) ,2006 Spr,14-May,8:15,China,M,23,Y,.,China
EVER,Jian-Feng Rao,2006 Spr,14-May,8:15,China,M,42,Y,.,China
EVER,Ngawang Tashi (Awang Tashi) ,2006 Spr,14-May,8:35,China,M,23,Y,.,China
EVER,Si-Qi (Mao-Mao) Chen,2006 Spr,14-May,8:35,China,M,40,Y,.,China
EVER,Wangdu (Big) ,2006 Spr,14-May,8:45,China,M,25,Y,.,China
EVER,Fei-Bao Jin,2006 Spr,14-May,8:50,China,M,42,Y,.,China
EVER,Fei-Biao Jin,2006 Spr,14-May,8:50,China,M,45,Y,.,China
EVER,Usukhbayar Golovdorj,2006 Spr,14-May,9:05,Mongolia,M,28,Y,.,China
EVER,Dorje Karsang (Dorje Gesang) ,2006 Spr,14-May,9:25,China,M,25,Y,.,China
EVER,Ze-Gang (A-Gang) Chen,2006 Spr,14-May,9:25,China,M,37,Y,.,China
EVER,Ngawang Norbu (Awang Luobo) ,2006 Spr,14-May,9:35,China,M,25,Y,.,China
EVER,Pemba Dhondup (Bianba Dunzhu) ,2006 Spr,14-May,9:35,China,M,26,Y,.,China
EVER,Phurbu Dhondup (Big) ,2006 Spr,14-May,9:35,China,M,29,Y,.,China
EVER,Tashi Tsering (Big) ,2006 Spr,14-May,9:35,China,M,26,Y,.,China
EVER,Nawang Dorjey ,2006 Spr,14-May,9:45,India,M,33,Y,.,China
EVER,Sri Kishan,2006 Spr,14-May,9:45,India,M,27,Y,Y,China
EVER,Vishal Mani Maithani,2006 Spr,14-May,9:45,India,M,35,Y,.,China
EVER,"Ang Kami Sherpa (Gudel-5, Solukhumbu)",2006 Spr,14-May,9:45,Nepal,M,23,Y,.,China
EVER,Ongda Gyalzen Sherpa,2006 Spr,14-May,9:45,India,M,25,Y,.,China
EVER,Pasang Tenzing Sherpa,2006 Spr,14-May,9:45,India,M,27,Y,.,China
EVER,Wangchuk Sherpa,2006 Spr,14-May,9:45,India,M,41,Y,.,China
EVER,Prem Singh,2006 Spr,14-May,9:45,India,M,41,Y,.,China
EVER,Jot (Jyoti) Singh Bhandari,2006 Spr,14-May,9:45,India,M,41,Y,.,China
EVER,Ngawang Dhondup (Ngawang Dradul) ,2006 Spr,14-May,9:55,China,M,25,Y,.,China
EVER,"Phuntsok (Phinzo, Tsering Phinzo) ",2006 Spr,14-May,9:55,China,M,28,Y,.,China
EVER,Marcel Bach,2006 Spr,14-May,9:55,Switzerland,M,51,Y,.,China
EVER,William Charles (Bill) Crouse,2006 Spr,14-May,9:55,USA,M,42,Y,.,China
EVER,Kurt Hefti,2006 Spr,14-May,9:55,Switzerland,M,41,Y,.,China
EVER,Terrence Richard (Terry) O'Connor,2006 Spr,14-May,9:55,USA,M,30,Y,.,China
EVER,Kenneth Brian (Ken) Sauls,2006 Spr,14-May,9:55,USA,M,41,Y,.,China
EVER,"Karsang Namgyal/Namgel Sherpa (Thami, Khumbu)",2006 Spr,14-May,9:55,Nepal,M,34,Y,.,China
EVER,"Lobsang Temba (Lupsang Temba) Sherpa (Khumjung, Khumbu)",2006 Spr,14-May,9:55,Nepal,M,37,Y,.,China
EVER,"Pema Chhosang Sherpa (Khumjung, Khumbu)",2006 Spr,14-May,9:55,Nepal,M,34,Y,.,China
EVER,"Phura Nuru Sherpa (Thami, Khumbu)",2006 Spr,14-May,9:55,Nepal,M,23,Y,.,China
EVER,Tashi Phuntsok (Tashi Phinzo) ,2006 Spr,15-May,,China,M,22,Y,.,China
EVER,"Tenzing (Tenzin, Den Zeng) ",2006 Spr,15-May,,China,M,22,Y,.,China
EVER,"Dorje Sonam Gyalzen Sherpa (Phortse, Khumbu)",2006 Spr,15-May,,Nepal,M,24,Y,.,China
EVER,"Son Dorje Sherpa (Phortse, Khumbu)",2006 Spr,15-May,,Nepal,M,42,Y,.,China
EVER,Phurtse (Pubu Tsering) ,2006 Spr,15-May,6:15,China,M,22,Y,.,China
EVER,Wangdu (Small) ,2006 Spr,15-May,6:15,China,M,20,Y,.,China
EVER,Wayne Alexander,2006 Spr,15-May,6:15,New Zealand,M,44,Y,.,China
EVER,Maxime Edgard (Max) Chaya,2006 Spr,15-May,6:15,Lebanon,M,44,Y,.,China
EVER,Shaun Peter Hutson,2006 Spr,15-May,6:15,UK,M,40,Y,.,China
EVER,Robert Douglas (Bob) Killip,2006 Spr,15-May,6:15,Australia,M,52,Y,.,China
EVER,"Lakpa Nuru Sherpa (Khumjung/Phortse, Khumbu)",2006 Spr,15-May,6:15,Nepal,M,43,Y,.,China
EVER,Mark Anthony Whetu,2006 Spr,15-May,6:15,New Zealand,M,46,Y,.,China
EVER,Mark Wynton Woodward,2006 Spr,15-May,6:15,New Zealand,M,42,Y,.,China
EVER,Endra Bahadur Rai,2006 Spr,15-May,6:40,Nepal,M,30,Y,.,China
EVER,Dorje Tsering (Duoji Ciren) ,2006 Spr,15-May,7:00,China,M,21,Y,.,China
EVER,Mark Inglis,2006 Spr,15-May,7:00,New Zealand,M,46,Y,.,China
EVER,Eylem Elif Mavis,2006 Spr,15-May,7:00,Turkey,F,32,Y,.,China
EVER,"Lhakpa Nuru Sherpa (Thami, Khumbu)",2006 Spr,15-May,7:00,Nepal,M,25,Y,.,China
EVER,Soner Buyukatalay,2006 Spr,15-May,7:45,Turkey,M,27,Y,.,China
EVER,Memduh Haldun Ulkenli,2006 Spr,15-May,8:00,Turkey,M,36,Y,.,China
EVER,"Pasang Tshering/Tshiring Sherpa (Beding, Dolakha)",2006 Spr,15-May,8:15,Nepal,M,43,Y,.,China
EVER,"Kami Singee Tamang (Syamba, Ramche, Rasuwa)",2006 Spr,15-May,8:15,Nepal,M,28,Y,.,China
EVER,Tateo Yamashita,2006 Spr,15-May,8:15,Japan,M,57,Y,.,China
EVER,Serkan Girgin,2006 Spr,15-May,8:30,Turkey,M,26,Y,.,China
EVER,Dorje Khatri,2006 Spr,15-May,8:30,Nepal,M,37,Y,.,China
EVER,"Kami (Kame) Sherpa (Bagam, Kerung, Solukhumbu)",2006 Spr,15-May,8:30,Nepal,M,43,Y,.,China
EVER,"Ngima Nuru (Nima Nuru) Sherpa (Tesho, Khumbu)",2006 Spr,15-May,8:30,Nepal,M,24,Y,.,China
EVER,Dale Abenojar,2006 Spr,15-May,8:45,Philippines,M,43,Y,.,China
EVER,"Tshiring Jangbu Sherpa (Rakshikharka, Lokhim-9, Solukhumbu)",2006 Spr,15-May,8:45,Nepal,M,28,No,.,China
EVER,Vladimir Lande,2006 Spr,15-May,9:15,Russia,M,37,Y,.,China
EVER,"Nima Ongdi Sherpa (Balakharka, Makalu-Barun)",2006 Spr,15-May,9:15,Nepal,M,27,Y,.,China
EVER,"Nawang Tenzing (Nawangle) Sherpa (Phortse, Khumbu)",2006 Spr,15-May,14:00,Nepal,M,46,Y,.,China
EVER,Ravichandran Tharumalingam,2006 Spr,15-May,14:00,Malaysia,M,41,Y,.,China
EVER,"Jumik Bhote (Hungung, Hatiya-1, Makalu-Barun)",2006 Spr,16-May,6:30,Nepal,M,27,Y,.,China
EVER,Jin-Tae Kim,2006 Spr,16-May,6:30,S Korea,M,43,Y,.,China
EVER,Sung-Ho Seo,2006 Spr,16-May,6:30,S Korea,M,26,Y,.,China
EVER,"Nima Nuru/Norbu Sherpa (Thamiteng, Khumbu)",2006 Spr,16-May,6:30,Nepal,M,31,Y,.,China
EVER,"Pemba Nuru Sherpa (Thamiteng, Khumbu)",2006 Spr,16-May,6:30,Nepal,M,29,Y,.,China
EVER,"Lobsang (Lorchun, Lobchong) ",2006 Spr,16-May,7:00,China,M,21,Y,.,China
EVER,Martin Letzter,2006 Spr,16-May,7:00,Sweden,M,25,Y,.,China
EVER,Olof Sundstrom,2006 Spr,16-May,7:00,Sweden,M,25,Y,.,China
EVER,Yeon-Ryong Kang,2006 Spr,16-May,7:30,S Korea,M,33,Y,.,China
EVER,"Ang Tshering Sherpa (Chheplung, Khumbu)",2006 Spr,16-May,7:30,Nepal,M,26,Y,.,China
EVER,Seung-Bok Lee,2006 Spr,16-May,8:00,S Korea,M,35,Y,.,China
EVER,"Pasang Rita Sherpa (Thamo, Khumbu)",2006 Spr,16-May,8:00,Nepal,M,28,Y,.,China
EVER,Hyun-Jo Lee,2006 Spr,16-May,8:20,S Korea,M,33,Y,.,China
EVER,Hyung-Kwan Lee,2006 Spr,16-May,8:20,S Korea,M,30,Y,.,China
EVER,"Peme Sherpa (Tashigaon, Makalu-Barun)",2006 Spr,16-May,8:20,Nepal,M,40,Y,.,China
EVER,"Tashi Lhakpa Sherpa (Walung, Makalu-9, Makalu-Barun)",2006 Spr,16-May,8:20,Nepal,M,20,Y,.,China
EVER,"Thilen Sherpa (Nurbugaon, Makalu-Barun)",2006 Spr,16-May,8:20,Nepal,M,37,Y,.,China
EVER,Sang-Soo Jung,2006 Spr,16-May,9:30,S Korea,M,33,Y,.,China
EVER,"Ang Babu (Jimba Zangbu) Sherpa (Khumjung, Khumbu)",2006 Spr,16-May,9:30,Nepal,M,31,Y,.,China
EVER,Dae-Reang Kim,2006 Spr,16-May,9:40,S Korea,M,35,Y,.,China
EVER,"Tshering Palden/Pande Bhote (Hungung, Hatiya-1, Makalu-Barun)",2006 Spr,16-May,9:45,Nepal,M,28,Y,.,China
EVER,Tormod Granheim,2006 Spr,16-May,9:45,Norway,M,31,Y,.,China
EVER,Tomas Kenneth Olsson,2006 Spr,16-May,9:45,Sweden,M,30,Y,Y,China
EVER,"Lama Babu Sherpa (Cheremy, Bung-9, Solukhumbu)",2006 Spr,16-May,9:45,Nepal,M,37,Y,.,China
EVER,Min-Ho Kim,2006 Spr,16-May,10:20,S Korea,M,29,Y,.,China
EVER,Kyung-Man Ko,2006 Spr,16-May,10:30,S Korea,M,36,Y,.,China
EVER,"Mingma Thinduk/Thenduk Sherpa (Nurbugaon, Makalu-Barun)",2006 Spr,16-May,10:30,Nepal,M,37,Y,.,China
EVER,"Nima Dorje Sherpa (Tashigaon, Makalu-Barun)",2006 Spr,16-May,10:30,Nepal,M,25,Y,.,China
EVER,"Nima Tenji Sherpa (Tashigaon, Makalu-5, Makalu-Barun)",2006 Spr,16-May,10:30,Nepal,M,27,Y,.,China
EVER,"Tenzing (Tenjen) Sherpa (Nurbugaon, Makalu-Barun)",2006 Spr,16-May,10:30,Nepal,M,31,Y,.,China
EVER,Patricio Ramiro Tisalema Torres,2006 Spr,16-May,13:00,Ecuador,M,31,No,.,China
EVER,Juan Jose (Juanjo) Buendia Munoz,2006 Spr,17-May,5:45,Spain,M,37,Y,.,China
EVER,Oscar Cardo Briones,2006 Spr,17-May,5:45,Spain,M,29,Y,.,China
EVER,"Kami Sherpa (Sedua, Makalu-Barun)",2006 Spr,17-May,5:45,Nepal,M,39,No,.,China
EVER,Joan Cardona Tarres,2006 Spr,17-May,6:15,Spain,M,47,Y,.,China
EVER,"Kami Rita Sherpa (Thami, Khumbu)",2006 Spr,17-May,6:15,Nepal,M,28,Y,.,China
EVER,Sebastian Bullock,2006 Spr,17-May,6:30,UK,M,40,Y,.,China
EVER,David Ferrer Marin,2006 Spr,17-May,6:30,Spain,M,33,Y,.,China
EVER,Marc Flos Ruiz,2006 Spr,17-May,6:30,Spain,M,36,Y,.,China
EVER,Christopher Owen,2006 Spr,17-May,6:30,UK,M,36,Y,.,China
EVER,"Lhakpa Tshering/Tshiri Sherpa (Khumjung, Khumbu)",2006 Spr,17-May,6:30,Nepal,M,30,Y,.,China
EVER,Fergal Corrigan,2006 Spr,17-May,6:40,UK,M,31,Y,.,China
EVER,Neill Elliot,2006 Spr,17-May,6:40,UK,M,33,Y,.,China
EVER,Raymond Hassard,2006 Spr,17-May,6:40,UK,M,33,Y,.,China
EVER,Steven Hodge,2006 Spr,17-May,6:40,UK,M,46,Y,.,China
EVER,Jonathan Philip Hartley Salter,2006 Spr,17-May,6:40,UK,M,47,Y,.,China
EVER,"Dawa Tshering (Dawa Chhiri) Sherpa (Thami, Khumbu)",2006 Spr,17-May,6:40,Nepal,M,39,Y,.,China
EVER,"Jangbu Sherpa (Bakachol-9, Khotang)",2006 Spr,17-May,6:40,Nepal,M,40,Y,.,China
EVER,"Lhakpa Sherpa (Khijiphalate-2, Okhaldhunga)",2006 Spr,17-May,6:40,Nepal,M,33,Y,.,China
EVER,"Lila Bahadur Tamang (Khaimrang, Sardikhola, Kaski)",2006 Spr,17-May,6:40,Nepal,M,39,Y,.,China
EVER,Young-Il Kim,2006 Spr,17-May,7:20,S Korea,M,38,Y,.,China
EVER,"Nga Tenji Sherpa (Nurbugaon, Makalu-Barun)",2006 Spr,17-May,7:20,Nepal,M,26,Y,.,China
EVER,"Phura Nuru Sherpa (Tesho, Khumbu)",2006 Spr,17-May,7:20,Nepal,M,20,Y,.,China
EVER,Robert (Rob) Gauntlett,2006 Spr,17-May,7:30,UK,M,19,Y,.,China
EVER,James Hooper,2006 Spr,17-May,7:30,UK,M,19,Y,.,China
EVER,Stuart Christopher Peacock,2006 Spr,17-May,7:30,UK,M,33,Y,.,China
EVER,"Mingma Nuru Sherpa (Pangboche, Khumbu)",2006 Spr,17-May,7:30,Nepal,M,37,Y,.,China
EVER,"Sonam Dorje Sherpa (Pangboche, Khumbu)",2006 Spr,17-May,7:30,Nepal,M,20,Y,.,China
EVER,"Dawa Tenzin (Dawa Tenji) Sherpa (Beding, Dolakha)",2006 Spr,17-May,7:40,Nepal,M,30,Y,.,China
EVER,Koshiro Yamada,2006 Spr,17-May,7:40,Japan,M,34,Y,.,China
EVER,Kenji Kondo,2006 Spr,17-May,8:00,Japan,M,43,Y,.,China
EVER,"Pasang Kitar/Kidar Sherpa (Beding, Dolakha)",2006 Spr,17-May,8:00,Nepal,M,27,Y,.,China
EVER,Pedro Raul Checa Chumillas,2006 Spr,17-May,8:30,Spain,M,42,Y,.,China
EVER,"Ang Phurba Sherpa (Chheplung, Khumbu)",2006 Spr,17-May,8:30,Nepal,M,38,Y,.,China
EVER,"Mingma Temba Sherpa (Yaphu-9, Makalu-Barun)",2006 Spr,17-May,8:30,Nepal,M,26,Y,.,China
EVER,"Temba Sherpa (Sedua, Makalu-Barun)",2006 Spr,17-May,8:30,Nepal,M,33,Y,.,China
EVER,Mohammad Ali Khan,2006 Spr,17-May,9:25,India,M,36,Y,.,China
EVER,Pradeep Kumar,2006 Spr,17-May,9:25,India,M,33,Y,.,China
EVER,Hira Ram Singh,2006 Spr,17-May,9:25,India,M,42,Y,.,China
EVER,"Nima Dorje (Ngima Dorchi) Sherpa (Makalu-9, Makalu-Barun)",2006 Spr,17-May,9:25,Nepal,M,23,Y,.,China
EVER,Sangay Furi Sherpa,2006 Spr,17-May,9:25,India,M,33,Y,.,China
EVER,Conan Harrod,2006 Spr,17-May,9:30,UK,M,37,Y,.,China
EVER,Scott McNaughton,2006 Spr,17-May,9:30,UK,M,32,Y,.,China
EVER,"Lhakpa Dorje Sherpa (Chitre, Sotang, Solukhumbu)",2006 Spr,17-May,9:30,Nepal,M,40,Y,.,China
EVER,"Mingma Nuru Sherpa (Thami, Khumbu)",2006 Spr,17-May,9:30,Nepal,M,30,Y,.,China
EVER,Gdaliahu (Gadi) Shtirmer,2006 Spr,17-May,9:30,Israel,M,57,Y,.,China
EVER,Charles Hedrich,2006 Spr,17-May,10:00,France,M,48,Y,.,China
EVER,Kenneth John Hill,2006 Spr,17-May,10:00,USA,M,42,Y,.,China
EVER,Jean-Yves Invernizzi,2006 Spr,17-May,10:00,France,M,42,Y,.,China
EVER,Philippe Martinez,2006 Spr,17-May,10:00,France,M,51,Y,.,China
EVER,"Karsang Sherpa (Pare, Khumbu)",2006 Spr,17-May,10:00,Nepal,M,42,Y,.,China
